İstasyon,Tarih,Akım (m³/s),Enlem,Boylam
E09A021,11.05.2015,16.0,37.5217,31.2025
E09A021,12.05.2015,16.0,37.5217,31.2025
E09A021,13.05.2015,14.3,37.5217,31.2025
E09A021,14.05.2015,13.3,37.5217,31.2025
E09A021,15.05.2015,13.3,37.5217,31.2025
E09A021,16.05.2015,13.7,37.5217,31.2025
E09A021,17.05.2015,13.7,37.5217,31.2025
E09A021,18.05.2015,14.3,37.5217,31.2025
E09A021,19.05.2015,14.3,37.5217,31.2025
E09A021,20.05.2015,14.0,37.5217,31.2025
E09A021,21.05.2015,14.3,37.5217,31.2025
E09A021,22.05.2015,13.7,37.5217,31.2025
E09A021,23.05.2015,13.0,37.5217,31.2025
E09A021,24.05.2015,13.0,37.5217,31.2025
E09A021,25.05.2015,13.3,37.5217,31.2025
E09A021,26.05.2015,13.0,37.5217,31.2025
E09A021,27.05.2015,13.3,37.5217,31.2025
E09A021,28.05.2015,15.0,37.5217,31.2025
E09A021,29.05.2015,15.3,37.5217,31.2025
E09A021,30.05.2015,15.3,37.5217,31.2025
E09A021,31.05.2015,14.0,37.5217,31.2025
E09A021,01.06.2015,13.0,37.5217,31.2025
E09A021,02.06.2015,12.4,37.5217,31.2025
E09A021,03.06.2015,12.1,37.5217,31.2025
E09A021,04.06.2015,15.3,37.5217,31.2025
E09A021,05.06.2015,13.0,37.5217,31.2025
E09A021,06.06.2015,12.1,37.5217,31.2025
E09A021,07.06.2015,15.0,37.5217,31.2025
E09A021,08.06.2015,16.0,37.5217,31.2025
E09A021,09.06.2015,13.7,37.5217,31.2025
E09A021,10.06.2015,13.0,37.5217,31.2025
E09A021,11.06.2015,14.0,37.5217,31.2025
E09A021,12.06.2015,13.0,37.5217,31.2025
E09A021,13.06.2015,12.7,37.5217,31.2025
E09A021,14.06.2015,15.0,37.5217,31.2025
E09A021,15.06.2015,12.7,37.5217,31.2025
E09A021,16.06.2015,11.8,37.5217,31.2025
E09A021,17.06.2015,11.3,37.5217,31.2025
E09A021,18.06.2015,11.0,37.5217,31.2025
E09A021,19.06.2015,10.7,37.5217,31.2025
E09A021,20.06.2015,10.4,37.5217,31.2025
E09A021,21.06.2015,10.1,37.5217,31.2025
E09A021,22.06.2015,9.85,37.5217,31.2025
E09A021,23.06.2015,9.35,37.5217,31.2025
E09A021,24.06.2015,8.85,37.5217,31.2025
E09A021,25.06.2015,8.6,37.5217,31.2025
E09A021,26.06.2015,8.1,37.5217,31.2025
E09A021,27.06.2015,7.85,37.5217,31.2025
E09A021,28.06.2015,7.6,37.5217,31.2025
E09A021,29.06.2015,7.16,37.5217,31.2025
E09A021,30.06.2015,6.94,37.5217,31.2025
E09A021,01.07.2015,6.94,37.5217,31.2025
E09A021,02.07.2015,6.72,37.5217,31.2025
E09A021,03.07.2015,6.72,37.5217,31.2025
E09A021,04.07.2015,6.72,37.5217,31.2025
E09A021,05.07.2015,6.72,37.5217,31.2025
E09A021,06.07.2015,6.72,37.5217,31.2025
E09A021,07.07.2015,6.72,37.5217,31.2025
E09A021,08.07.2015,6.28,37.5217,31.2025
E09A021,09.07.2015,6.28,37.5217,31.2025
E09A021,10.07.2015,6.28,37.5217,31.2025
E09A021,11.07.2015,6.28,37.5217,31.2025
E09A021,12.07.2015,6.28,37.5217,31.2025
E09A021,13.07.2015,6.28,37.5217,31.2025
E09A021,14.07.2015,6.28,37.5217,31.2025
E09A021,15.07.2015,6.06,37.5217,31.2025
E09A021,16.07.2015,6.06,37.5217,31.2025
E09A021,17.07.2015,6.06,37.5217,31.2025
E09A021,18.07.2015,6.06,37.5217,31.2025
E09A021,19.07.2015,6.06,37.5217,31.2025
E09A021,20.07.2015,5.84,37.5217,31.2025
E09A021,21.07.2015,5.62,37.5217,31.2025
E09A021,22.07.2015,5.4,37.5217,31.2025
E09A021,23.07.2015,5.4,37.5217,31.2025
E09A021,24.07.2015,5.22,37.5217,31.2025
E09A021,25.07.2015,5.22,37.5217,31.2025
E09A021,26.07.2015,5.04,37.5217,31.2025
E09A021,27.07.2015,4.85,37.5217,31.2025
E09A021,28.07.2015,4.85,37.5217,31.2025
E09A021,29.07.2015,4.67,37.5217,31.2025
E09A021,30.07.2015,4.49,37.5217,31.2025
E09A021,31.07.2015,4.31,37.5217,31.2025
E09A021,01.08.2015,4.31,37.5217,31.2025
E09A021,02.08.2015,4.13,37.5217,31.2025
E09A021,03.08.2015,4.13,37.5217,31.2025
E09A021,04.08.2015,4.13,37.5217,31.2025
E09A021,05.08.2015,3.94,37.5217,31.2025
E09A021,06.08.2015,3.94,37.5217,31.2025
E09A021,07.08.2015,3.94,37.5217,31.2025
E09A021,08.08.2015,3.76,37.5217,31.2025
E09A021,09.08.2015,3.58,37.5217,31.2025
E09A021,10.08.2015,3.42,37.5217,31.2025
E09A021,11.08.2015,3.27,37.5217,31.2025
E09A021,12.08.2015,3.27,37.5217,31.2025
E09A021,13.08.2015,3.27,37.5217,31.2025
E09A021,14.08.2015,3.11,37.5217,31.2025
E09A021,15.08.2015,2.96,37.5217,31.2025
E09A021,16.08.2015,2.8,37.5217,31.2025
E09A021,17.08.2015,2.66,37.5217,31.2025
E09A021,18.08.2015,2.66,37.5217,31.2025
E09A021,19.08.2015,2.52,37.5217,31.2025
E09A021,20.08.2015,2.52,37.5217,31.2025
E09A021,21.08.2015,2.52,37.5217,31.2025
E09A021,22.08.2015,2.52,37.5217,31.2025
E09A021,23.08.2015,2.38,37.5217,31.2025
E09A021,24.08.2015,2.24,37.5217,31.2025
E09A021,25.08.2015,2.24,37.5217,31.2025
E09A021,26.08.2015,2.1,37.5217,31.2025
E09A021,27.08.2015,2.1,37.5217,31.2025
E09A021,28.08.2015,2.1,37.5217,31.2025
E09A021,29.08.2015,1.98,37.5217,31.2025
E09A021,30.08.2015,1.86,37.5217,31.2025
E09A021,31.08.2015,1.73,37.5217,31.2025
E09A021,01.09.2015,1.73,37.5217,31.2025
E09A021,02.09.2015,1.61,37.5217,31.2025
E09A021,03.09.2015,1.49,37.5217,31.2025
E09A021,04.09.2015,1.4,37.5217,31.2025
E09A021,05.09.2015,1.31,37.5217,31.2025
E09A021,06.09.2015,1.31,37.5217,31.2025
E09A021,07.09.2015,1.31,37.5217,31.2025
E09A021,08.09.2015,1.31,37.5217,31.2025
E09A021,09.09.2015,1.31,37.5217,31.2025
E09A021,10.09.2015,1.31,37.5217,31.2025
E09A021,11.09.2015,1.31,37.5217,31.2025
E09A021,12.09.2015,1.22,37.5217,31.2025
E09A021,13.09.2015,1.22,37.5217,31.2025
E09A021,14.09.2015,1.22,37.5217,31.2025
E09A021,15.09.2015,1.22,37.5217,31.2025
E09A021,16.09.2015,1.22,37.5217,31.2025
E09A021,17.09.2015,1.22,37.5217,31.2025
E09A021,18.09.2015,1.22,37.5217,31.2025
E09A021,19.09.2015,1.22,37.5217,31.2025
E09A021,20.09.2015,1.22,37.5217,31.2025
E09A021,21.09.2015,1.22,37.5217,31.2025
E09A021,22.09.2015,1.22,37.5217,31.2025
E09A021,23.09.2015,1.22,37.5217,31.2025
E09A021,24.09.2015,1.22,37.5217,31.2025
E09A021,25.09.2015,1.22,37.5217,31.2025
E09A021,26.09.2015,1.22,37.5217,31.2025
E09A021,27.09.2015,1.22,37.5217,31.2025
E09A021,28.09.2015,1.22,37.5217,31.2025
E09A021,29.09.2015,1.22,37.5217,31.2025
E09A021,30.09.2015,1.22,37.5217,31.2025
