İstasyon,Tarih,Akım (m³/s),Enlem,Boylam
D09A065,28.06.2015,0.171,38.3942,31.1269
D09A065,29.06.2015,0.171,38.3942,31.1269
D09A065,30.06.2015,0.223,38.3942,31.1269
D09A065,01.07.2015,0.131,38.3942,31.1269
D09A065,02.07.2015,0.131,38.3942,31.1269
D09A065,03.07.2015,0.131,38.3942,31.1269
D09A065,04.07.2015,0.131,38.3942,31.1269
D09A065,05.07.2015,0.131,38.3942,31.1269
D09A065,06.07.2015,0.095,38.3942,31.1269
D09A065,07.07.2015,0.095,38.3942,31.1269
D09A065,08.07.2015,0.095,38.3942,31.1269
D09A065,09.07.2015,0.095,38.3942,31.1269
D09A065,10.07.2015,0.095,38.3942,31.1269
D09A065,11.07.2015,0.131,38.3942,31.1269
D09A065,12.07.2015,0.067,38.3942,31.1269
D09A065,13.07.2015,0.067,38.3942,31.1269
D09A065,14.07.2015,0.067,38.3942,31.1269
D09A065,15.07.2015,0.067,38.3942,31.1269
D09A065,16.07.2015,0.067,38.3942,31.1269
D09A065,17.07.2015,0.067,38.3942,31.1269
D09A065,18.07.2015,0.067,38.3942,31.1269
D09A065,19.07.2015,0.045,38.3942,31.1269
D09A065,20.07.2015,0.045,38.3942,31.1269
D09A065,21.07.2015,0.045,38.3942,31.1269
D09A065,22.07.2015,0.067,38.3942,31.1269
D09A065,23.07.2015,0.067,38.3942,31.1269
D09A065,24.07.2015,0.067,38.3942,31.1269
D09A065,25.07.2015,0.067,38.3942,31.1269
D09A065,26.07.2015,0.067,38.3942,31.1269
D09A065,27.07.2015,0.067,38.3942,31.1269
D09A065,28.07.2015,0.067,38.3942,31.1269
D09A065,29.07.2015,0.067,38.3942,31.1269
D09A065,30.07.2015,0.067,38.3942,31.1269
D09A065,31.07.2015,0.095,38.3942,31.1269
D09A065,01.08.2015,0.095,38.3942,31.1269
D09A065,02.08.2015,0.095,38.3942,31.1269
D09A065,03.08.2015,0.095,38.3942,31.1269
D09A065,04.08.2015,0.095,38.3942,31.1269
D09A065,05.08.2015,0.095,38.3942,31.1269
D09A065,06.08.2015,0.131,38.3942,31.1269
D09A065,07.08.2015,0.095,38.3942,31.1269
D09A065,08.08.2015,0.067,38.3942,31.1269
D09A065,09.08.2015,0.067,38.3942,31.1269
D09A065,10.08.2015,0.095,38.3942,31.1269
D09A065,11.08.2015,0.067,38.3942,31.1269
D09A065,12.08.2015,0.045,38.3942,31.1269
D09A065,13.08.2015,0.045,38.3942,31.1269
D09A065,14.08.2015,0.095,38.3942,31.1269
D09A065,15.08.2015,0.067,38.3942,31.1269
D09A065,16.08.2015,0.067,38.3942,31.1269
D09A065,17.08.2015,0.045,38.3942,31.1269
D09A065,18.08.2015,0.045,38.3942,31.1269
D09A065,19.08.2015,0.045,38.3942,31.1269
D09A065,20.08.2015,0.045,38.3942,31.1269
D09A065,21.08.2015,0.045,38.3942,31.1269
D09A065,22.08.2015,0.045,38.3942,31.1269
D09A065,23.08.2015,0.045,38.3942,31.1269
D09A065,24.08.2015,0.067,38.3942,31.1269
D09A065,25.08.2015,0.067,38.3942,31.1269
D09A065,26.08.2015,0.067,38.3942,31.1269
D09A065,27.08.2015,0.067,38.3942,31.1269
D09A065,28.08.2015,0.045,38.3942,31.1269
D09A065,29.08.2015,0.045,38.3942,31.1269
D09A065,30.08.2015,0.045,38.3942,31.1269
D09A065,31.08.2015,0.045,38.3942,31.1269
D09A065,01.09.2015,0.045,38.3942,31.1269
D09A065,02.09.2015,0.045,38.3942,31.1269
D09A065,03.09.2015,0.045,38.3942,31.1269
D09A065,04.09.2015,0.067,38.3942,31.1269
D09A065,05.09.2015,0.067,38.3942,31.1269
D09A065,06.09.2015,0.067,38.3942,31.1269
D09A065,07.09.2015,0.067,38.3942,31.1269
D09A065,08.09.2015,0.067,38.3942,31.1269
D09A065,09.09.2015,0.067,38.3942,31.1269
D09A065,10.09.2015,0.067,38.3942,31.1269
D09A065,11.09.2015,0.045,38.3942,31.1269
D09A065,12.09.2015,0.045,38.3942,31.1269
D09A065,13.09.2015,0.045,38.3942,31.1269
D09A065,14.09.2015,0.045,38.3942,31.1269
D09A065,15.09.2015,0.045,38.3942,31.1269
D09A065,16.09.2015,0.045,38.3942,31.1269
D09A065,17.09.2015,0.045,38.3942,31.1269
D09A065,18.09.2015,0.045,38.3942,31.1269
D09A065,19.09.2015,0.045,38.3942,31.1269
D09A065,20.09.2015,0.045,38.3942,31.1269
D09A065,21.09.2015,0.095,38.3942,31.1269
D09A065,22.09.2015,0.067,38.3942,31.1269
D09A065,23.09.2015,0.045,38.3942,31.1269
D09A065,24.09.2015,0.045,38.3942,31.1269
D09A065,25.09.2015,0.028,38.3942,31.1269
D09A065,26.09.2015,0.028,38.3942,31.1269
D09A065,27.09.2015,0.028,38.3942,31.1269
D09A065,28.09.2015,0.028,38.3942,31.1269
D09A065,29.09.2015,0.028,38.3942,31.1269
D09A065,30.09.2015,0.045,38.3942,31.1269
